,natural_language,parsed_utterance
9677,"for data where outdoor temperature equal to or below 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature less equal than 21.5 and statistic outdoor_temperature [e]
9678,"for data where outdoor temperature the same or more than 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature greater equal than 21.5 and statistic outdoor_temperature [e]
9679,"for data where past electricity warmer than 1929.025 and outdoor temperature yocolderunger than 21.82399577, what is the statistics of outdoor temperature?",filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and statistic outdoor_temperature [e]
9680,"for data where past electricity not equal to 1929.025, what is the statistics of outdoor temperature?",filter past_electricity not equal to 1929.025 and statistic outdoor_temperature [e]
9681,"for data where outdoor temperature is not less than 21.82399577, what is the statistics of outdoor temperature?",filter outdoor_temperature greater equal than 21.82399577 and statistic outdoor_temperature [e]
9682,"for data where outdoor temperature colder than 21.5, what is the statistics of past electricity?",filter outdoor_temperature less than 21.5 and statistic past_electricity [e]
9683,"for data where outdoor temperature equal to or below 21.5, what is the statistics of past electricity?",filter outdoor_temperature less equal than 21.5 and statistic past_electricity [e]
9684,"for data where indoor temperature is not greater than 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature less equal than 15.25 and statistic outdoor_temperature [e]
9685,"for data where indoor temperature colder than 13.25, what is the statistics of past electricity?",filter indoor_temperature less than 13.25 and statistic past_electricity [e]
9686,"for data where past electricity more than 1929.025, what is the statistics of past electricity?",filter past_electricity greater than 1929.025 and statistic past_electricity [e]
9687,"for data where everything but not outdoor temperature of 21.82399577, what is the statistics of past electricity?",filter outdoor_temperature not equal to 21.82399577 and statistic past_electricity [e]
9688,"for data where outdoor temperature warmer than 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature greater than 21.5 and statistic outdoor_temperature [e]
9689,"for data where everything but not indoor temperature of 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature not equal to 15.25 and statistic outdoor_temperature [e]
9690,"for data where past electricity is not less than 640.4, what is the statistics of outdoor temperature?",filter past_electricity greater equal than 640.4 and statistic outdoor_temperature [e]
9691,"for data where everything but not outdoor temperature of 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature not equal to 21.82399577 and statistic indoor_temperature [e]
9692,"for data where indoor temperature exceeds 15.25, what is the statistics of past electricity?",filter indoor_temperature greater than 15.25 and statistic past_electricity [e]
9693,"for data where outdoor temperature warmer than 21.82399577 and past electricity yocolderunger than 640.4, what is the statistics of indoor temperature?",filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and statistic indoor_temperature [e]
9694,"for data where id 78, what is the statistics of outdoor temperature?",filter id 78 and statistic outdoor_temperature [e]
9695,"for data where past electricity colder than 1929.025, what is the statistics of outdoor temperature?",filter past_electricity less than 1929.025 and statistic outdoor_temperature [e]
9696,"for data where past electricity warmer than 1929.025 and outdoor temperature yocolderunger than 21.5, what is the statistics of outdoor temperature?",filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.5 and statistic outdoor_temperature [e]
9697,"for data where past electricity warmer than 1929.025 and indoor temperature yocolderunger than 13.25, what is the statistics of past electricity?",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 13.25 and statistic past_electricity [e]
9698,"for data where past electricity warmer than 640.4 and outdoor temperature yocolderunger than 21.5, what is the statistics of past electricity?",filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.5 and statistic past_electricity [e]
9699,"for data where past electricity is equal to but not greater than 1929.025, what is the statistics of past electricity?",filter past_electricity less equal than 1929.025 and statistic past_electricity [e]
9700,"for data where outdoor temperature colder than 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature less than 21.5 and statistic outdoor_temperature [e]
9701,"for data where indoor temperature is equal to but not greater than 15.25, what is the statistics of past electricity?",filter indoor_temperature less equal than 15.25 and statistic past_electricity [e]
9702,"for data where everything but not outdoor temperature of 21.5, what is the statistics of past electricity?",filter outdoor_temperature not equal to 21.5 and statistic past_electricity [e]
9703,"for data where past electricity the same or more than 640.4, what is the statistics of outdoor temperature?",filter past_electricity greater equal than 640.4 and statistic outdoor_temperature [e]
9704,"for data where indoor temperature warmer than 13.25 and outdoor temperature yocolderunger than 21.5, what is the statistics of outdoor temperature?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and statistic outdoor_temperature [e]
9705,"for data where indoor temperature colder than 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature less than 15.25 and statistic outdoor_temperature [e]
9706,"for data where outdoor temperature not equal to 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature not equal to 21.82399577 and statistic indoor_temperature [e]
9707,"for data where past electricity exceeds 1929.025, what is the statistics of past electricity?",filter past_electricity greater than 1929.025 and statistic past_electricity [e]
9708,"for data where indoor temperature is not less than 13.25, what is the statistics of indoor temperature?",filter indoor_temperature greater equal than 13.25 and statistic indoor_temperature [e]
9709,"for data where past electricity warmer than 640.4 and indoor temperature yocolderunger than 13.25, what is the statistics of indoor temperature?",filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and statistic indoor_temperature [e]
9710,"for data where id 61, what is the statistics of indoor temperature?",filter id 61 and statistic indoor_temperature [e]
9711,"for data where indoor temperature not equal to 13.25, what is the statistics of indoor temperature?",filter indoor_temperature not equal to 13.25 and statistic indoor_temperature [e]
9712,"for data where outdoor temperature equal to or below 21.82399577, what is the statistics of past electricity?",filter outdoor_temperature less equal than 21.82399577 and statistic past_electricity [e]
9713,"for data where indoor temperature warmer than 13.25, what is the statistics of indoor temperature?",filter indoor_temperature greater than 13.25 and statistic indoor_temperature [e]
9714,"for data where indoor temperature more than 13.25, what is the statistics of indoor temperature?",filter indoor_temperature greater than 13.25 and statistic indoor_temperature [e]
9715,"for data where outdoor temperature warmer than 21.5 and indoor temperature yocolderunger than 15.25, what is the statistics of outdoor temperature?",filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and statistic outdoor_temperature [e]
9716,"for data where indoor temperature upper than 13.25, what is the statistics of past electricity?",filter indoor_temperature greater than 13.25 and statistic past_electricity [e]
9717,"for data where outdoor temperature warmer than 21.5 and past electricity yocolderunger than 1929.025, what is the statistics of outdoor temperature?",filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and statistic outdoor_temperature [e]
9718,"for data where outdoor temperature more than 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature greater than 21.82399577 and statistic indoor_temperature [e]
9719,"for data where indoor temperature equal to or below 15.25, what is the statistics of indoor temperature?",filter indoor_temperature less equal than 15.25 and statistic indoor_temperature [e]
9720,"for data where past electricity is equal to but not greater than 1929.025, what is the statistics of indoor temperature?",filter past_electricity less equal than 1929.025 and statistic indoor_temperature [e]
9721,"for data where outdoor temperature of 21.82399577, what is the statistics of past electricity?",filter outdoor_temperature equal to 21.82399577 and statistic past_electricity [e]
9722,"for data where past electricity less than 640.4, what is the statistics of past electricity?",filter past_electricity less than 640.4 and statistic past_electricity [e]
9723,"for data where outdoor temperature colder than 21.5, what is the statistics of indoor temperature?",filter outdoor_temperature less than 21.5 and statistic indoor_temperature [e]
9724,"for data where indoor temperature equal to or below 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature less equal than 15.25 and statistic outdoor_temperature [e]
9725,"for data where outdoor temperature warmer than 21.5, what is the statistics of indoor temperature?",filter outdoor_temperature greater than 21.5 and statistic indoor_temperature [e]
9726,"for data where id 78, what is the statistics of indoor temperature?",filter id 78 and statistic indoor_temperature [e]
9727,"for data where everything but not outdoor temperature of 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature not equal to 21.5 and statistic outdoor_temperature [e]
9728,"for data where indoor temperature is equal to but not greater than 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature less equal than 15.25 and statistic outdoor_temperature [e]
9729,"for data where past electricity upper than 640.4, what is the statistics of past electricity?",filter past_electricity greater than 640.4 and statistic past_electricity [e]
9730,"for data where indoor temperature warmer than 13.25 and past electricity yocolderunger than 640.4, what is the statistics of indoor temperature?",filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and statistic indoor_temperature [e]
9731,"for data where past electricity warmer than 640.4, what is the statistics of past electricity?",filter past_electricity greater than 640.4 and statistic past_electricity [e]
9732,"for data where indoor temperature warmer than 15.25 and past electricity yocolderunger than 640.4, what is the statistics of indoor temperature?",filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and statistic indoor_temperature [e]
9733,"for data where outdoor temperature the same or more than 21.5, what is the statistics of indoor temperature?",filter outdoor_temperature greater equal than 21.5 and statistic indoor_temperature [e]
9734,"for data where indoor temperature upper than 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature greater than 15.25 and statistic outdoor_temperature [e]
9735,"for data where id 78, what is the statistics of past electricity?",filter id 78 and statistic past_electricity [e]
9736,"for data where indoor temperature upper than 13.25, what is the statistics of indoor temperature?",filter indoor_temperature greater than 13.25 and statistic indoor_temperature [e]
9737,"for data where past electricity warmer than 640.4, what is the statistics of outdoor temperature?",filter past_electricity greater than 640.4 and statistic outdoor_temperature [e]
9738,"for data where outdoor temperature warmer than 21.5 and past electricity yocolderunger than 640.4, what is the statistics of outdoor temperature?",filter outdoor_temperature greater than 21.5 and filter past_electricity less than 640.4 and statistic outdoor_temperature [e]
9739,"for data where everything but not outdoor temperature of 21.5, what is the statistics of indoor temperature?",filter outdoor_temperature not equal to 21.5 and statistic indoor_temperature [e]
9740,"for data where past electricity the same or more than 640.4, what is the statistics of past electricity?",filter past_electricity greater equal than 640.4 and statistic past_electricity [e]
9741,"for data where past electricity is equal to but not greater than 640.4, what is the statistics of indoor temperature?",filter past_electricity less equal than 640.4 and statistic indoor_temperature [e]
9742,"for data where outdoor temperature equal to or below 21.5, what is the statistics of indoor temperature?",filter outdoor_temperature less equal than 21.5 and statistic indoor_temperature [e]
9743,"for data where outdoor temperature upper than 21.5, what is the statistics of past electricity?",filter outdoor_temperature greater than 21.5 and statistic past_electricity [e]
9744,"for data where indoor temperature equal to or below 13.25, what is the statistics of past electricity?",filter indoor_temperature less equal than 13.25 and statistic past_electricity [e]
9745,"for data where past electricity not equal to 1929.025, what is the statistics of indoor temperature?",filter past_electricity not equal to 1929.025 and statistic indoor_temperature [e]
9746,"for data where past electricity exceeds 1929.025, what is the statistics of indoor temperature?",filter past_electricity greater than 1929.025 and statistic indoor_temperature [e]
9747,"for data where indoor temperature equal to or below 13.25, what is the statistics of indoor temperature?",filter indoor_temperature less equal than 13.25 and statistic indoor_temperature [e]
9748,"for data where past electricity is not greater than 1929.025, what is the statistics of past electricity?",filter past_electricity less equal than 1929.025 and statistic past_electricity [e]
9749,"for data where indoor temperature less than 15.25, what is the statistics of indoor temperature?",filter indoor_temperature less than 15.25 and statistic indoor_temperature [e]
9750,"for data where indoor temperature warmer than 13.25 and outdoor temperature yocolderunger than 21.82399577, what is the statistics of outdoor temperature?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and statistic outdoor_temperature [e]
9751,"for data where past electricity the same or more than 1929.025, what is the statistics of outdoor temperature?",filter past_electricity greater equal than 1929.025 and statistic outdoor_temperature [e]
9752,"for data where indoor temperature is not less than 15.25, what is the statistics of indoor temperature?",filter indoor_temperature greater equal than 15.25 and statistic indoor_temperature [e]
9753,"for data where outdoor temperature less than 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature less than 21.82399577 and statistic indoor_temperature [e]
9754,"for data where outdoor temperature equal to or below 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature less equal than 21.82399577 and statistic indoor_temperature [e]
9755,"for data where past electricity upper than 1929.025, what is the statistics of past electricity?",filter past_electricity greater than 1929.025 and statistic past_electricity [e]
9756,"for data where everything but not past electricity of 1929.025, what is the statistics of indoor temperature?",filter past_electricity not equal to 1929.025 and statistic indoor_temperature [e]
9757,"for data where outdoor temperature the same or more than 21.82399577, what is the statistics of past electricity?",filter outdoor_temperature greater equal than 21.82399577 and statistic past_electricity [e]
9758,"for data where indoor temperature is not greater than 13.25, what is the statistics of past electricity?",filter indoor_temperature less equal than 13.25 and statistic past_electricity [e]
9759,"for data where past electricity less than 640.4, what is the statistics of outdoor temperature?",filter past_electricity less than 640.4 and statistic outdoor_temperature [e]
9760,"for data where past electricity warmer than 1929.025 and outdoor temperature yocolderunger than 21.82399577, what is the statistics of past electricity?",filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and statistic past_electricity [e]
9761,"for data where indoor temperature less than 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature less than 15.25 and statistic outdoor_temperature [e]
9762,"for data where everything but not indoor temperature of 13.25, what is the statistics of past electricity?",filter indoor_temperature not equal to 13.25 and statistic past_electricity [e]
9763,"for data where indoor temperature is not greater than 13.25, what is the statistics of outdoor temperature?",filter indoor_temperature less equal than 13.25 and statistic outdoor_temperature [e]
9764,"for data where indoor temperature warmer than 13.25, what is the statistics of past electricity?",filter indoor_temperature greater than 13.25 and statistic past_electricity [e]
9765,"for data where outdoor temperature warmer than 21.5, what is the statistics of past electricity?",filter outdoor_temperature greater than 21.5 and statistic past_electricity [e]
9766,"for data where past electricity is not less than 1929.025, what is the statistics of indoor temperature?",filter past_electricity greater equal than 1929.025 and statistic indoor_temperature [e]
9767,"for data where indoor temperature less than 13.25, what is the statistics of past electricity?",filter indoor_temperature less than 13.25 and statistic past_electricity [e]
9768,"for data where past electricity warmer than 640.4 and indoor temperature yocolderunger than 13.25, what is the statistics of past electricity?",filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and statistic past_electricity [e]
9769,"for data where indoor temperature of 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature equal to 15.25 and statistic outdoor_temperature [e]
9770,"for data where outdoor temperature is equal to but not greater than 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature less equal than 21.82399577 and statistic indoor_temperature [e]
9771,"for data where outdoor temperature above 21.82399577, what is the statistics of outdoor temperature?",filter outdoor_temperature greater than 21.82399577 and statistic outdoor_temperature [e]
9772,"for data where indoor temperature warmer than 13.25 and outdoor temperature yocolderunger than 21.82399577, what is the statistics of indoor temperature?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and statistic indoor_temperature [e]
9773,"for data where indoor temperature the same or more than 13.25, what is the statistics of past electricity?",filter indoor_temperature greater equal than 13.25 and statistic past_electricity [e]
9774,"for data where outdoor temperature warmer than 21.82399577 and indoor temperature yocolderunger than 13.25, what is the statistics of past electricity?",filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and statistic past_electricity [e]
9775,"for data where past electricity exceeds 640.4, what is the statistics of indoor temperature?",filter past_electricity greater than 640.4 and statistic indoor_temperature [e]
9776,"for data where indoor temperature less than 15.25, what is the statistics of past electricity?",filter indoor_temperature less than 15.25 and statistic past_electricity [e]
9777,"for data where outdoor temperature warmer than 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature greater than 21.82399577 and statistic indoor_temperature [e]
9778,"for data where indoor temperature of 15.25, what is the statistics of past electricity?",filter indoor_temperature equal to 15.25 and statistic past_electricity [e]
9779,"for data where indoor temperature is not greater than 15.25, what is the statistics of past electricity?",filter indoor_temperature less equal than 15.25 and statistic past_electricity [e]
9780,"for data where outdoor temperature above 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature greater than 21.5 and statistic outdoor_temperature [e]
9781,"for data where indoor temperature warmer than 15.25 and past electricity yocolderunger than 640.4, what is the statistics of past electricity?",filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and statistic past_electricity [e]
9782,"for data where past electricity upper than 1929.025, what is the statistics of indoor temperature?",filter past_electricity greater than 1929.025 and statistic indoor_temperature [e]
9783,"for data where past electricity warmer than 640.4 and outdoor temperature yocolderunger than 21.5, what is the statistics of outdoor temperature?",filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.5 and statistic outdoor_temperature [e]
9784,"for data where indoor temperature warmer than 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature greater than 15.25 and statistic outdoor_temperature [e]
9785,"for data where outdoor temperature more than 21.5, what is the statistics of past electricity?",filter outdoor_temperature greater than 21.5 and statistic past_electricity [e]
9786,"for data where outdoor temperature colder than 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature less than 21.82399577 and statistic indoor_temperature [e]
9787,"for data where past electricity warmer than 1929.025 and outdoor temperature yocolderunger than 21.5, what is the statistics of past electricity?",filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.5 and statistic past_electricity [e]
9788,"for data where outdoor temperature is not greater than 21.82399577, what is the statistics of outdoor temperature?",filter outdoor_temperature less equal than 21.82399577 and statistic outdoor_temperature [e]
9789,"for data where outdoor temperature of 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature equal to 21.5 and statistic outdoor_temperature [e]
9790,"for data where past electricity more than 640.4, what is the statistics of outdoor temperature?",filter past_electricity greater than 640.4 and statistic outdoor_temperature [e]
9791,"for data where past electricity not equal to 640.4, what is the statistics of past electricity?",filter past_electricity not equal to 640.4 and statistic past_electricity [e]
9792,"for data where past electricity of 1929.025, what is the statistics of past electricity?",filter past_electricity equal to 1929.025 and statistic past_electricity [e]
9793,"for data where outdoor temperature of 21.5, what is the statistics of past electricity?",filter outdoor_temperature equal to 21.5 and statistic past_electricity [e]
9794,"for data where outdoor temperature warmer than 21.82399577 and past electricity yocolderunger than 640.4, what is the statistics of past electricity?",filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and statistic past_electricity [e]
9795,"for data where everything but not past electricity of 640.4, what is the statistics of outdoor temperature?",filter past_electricity not equal to 640.4 and statistic outdoor_temperature [e]
9796,"for data where indoor temperature warmer than 15.25 and past electricity yocolderunger than 1929.025, what is the statistics of indoor temperature?",filter indoor_temperature greater than 15.25 and filter past_electricity less than 1929.025 and statistic indoor_temperature [e]
9797,"for data where past electricity is not less than 640.4, what is the statistics of indoor temperature?",filter past_electricity greater equal than 640.4 and statistic indoor_temperature [e]
9798,"for data where indoor temperature colder than 15.25, what is the statistics of indoor temperature?",filter indoor_temperature less than 15.25 and statistic indoor_temperature [e]
9799,"for data where indoor temperature is equal to but not greater than 15.25, what is the statistics of indoor temperature?",filter indoor_temperature less equal than 15.25 and statistic indoor_temperature [e]
9800,"for data where outdoor temperature not equal to 21.5, what is the statistics of indoor temperature?",filter outdoor_temperature not equal to 21.5 and statistic indoor_temperature [e]
9801,"for data where past electricity colder than 1929.025, what is the statistics of indoor temperature?",filter past_electricity less than 1929.025 and statistic indoor_temperature [e]
9802,"for data where indoor temperature is not less than 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature greater equal than 15.25 and statistic outdoor_temperature [e]
9803,"for data where past electricity above 640.4, what is the statistics of outdoor temperature?",filter past_electricity greater than 640.4 and statistic outdoor_temperature [e]
9804,"for data where indoor temperature is not less than 13.25, what is the statistics of outdoor temperature?",filter indoor_temperature greater equal than 13.25 and statistic outdoor_temperature [e]
9805,"for data where indoor temperature warmer than 13.25 and past electricity yocolderunger than 640.4, what is the statistics of outdoor temperature?",filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and statistic outdoor_temperature [e]
9806,"for data where data points 89 and 90, what is the statistics of outdoor temperature?",filter id 89 and filter id 90 and statistic outdoor_temperature [e]
9807,"for data where outdoor temperature exceeds 21.5, what is the statistics of past electricity?",filter outdoor_temperature greater than 21.5 and statistic past_electricity [e]
9808,"for data where indoor temperature warmer than 13.25 and past electricity yocolderunger than 1929.025, what is the statistics of past electricity?",filter indoor_temperature greater than 13.25 and filter past_electricity less than 1929.025 and statistic past_electricity [e]
9809,"for data where indoor temperature more than 15.25, what is the statistics of outdoor temperature?",filter indoor_temperature greater than 15.25 and statistic outdoor_temperature [e]
9810,"for data where outdoor temperature warmer than 21.82399577 and past electricity yocolderunger than 640.4, what is the statistics of outdoor temperature?",filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and statistic outdoor_temperature [e]
9811,"for data where past electricity less than 1929.025, what is the statistics of past electricity?",filter past_electricity less than 1929.025 and statistic past_electricity [e]
9812,"for data where past electricity warmer than 1929.025, what is the statistics of past electricity?",filter past_electricity greater than 1929.025 and statistic past_electricity [e]
9813,"for data where indoor temperature not equal to 13.25, what is the statistics of outdoor temperature?",filter indoor_temperature not equal to 13.25 and statistic outdoor_temperature [e]
9814,"for data where past electricity is not less than 1929.025, what is the statistics of past electricity?",filter past_electricity greater equal than 1929.025 and statistic past_electricity [e]
9815,"for data where outdoor temperature equal to or below 21.82399577, what is the statistics of outdoor temperature?",filter outdoor_temperature less equal than 21.82399577 and statistic outdoor_temperature [e]
9816,"for data where indoor temperature upper than 15.25, what is the statistics of indoor temperature?",filter indoor_temperature greater than 15.25 and statistic indoor_temperature [e]
9817,"for data where indoor temperature above 15.25, what is the statistics of past electricity?",filter indoor_temperature greater than 15.25 and statistic past_electricity [e]
9818,"for data where past electricity warmer than 1929.025, what is the statistics of indoor temperature?",filter past_electricity greater than 1929.025 and statistic indoor_temperature [e]
9819,"for data where past electricity the same or more than 1929.025, what is the statistics of indoor temperature?",filter past_electricity greater equal than 1929.025 and statistic indoor_temperature [e]
9820,"for data where outdoor temperature less than 21.5, what is the statistics of indoor temperature?",filter outdoor_temperature less than 21.5 and statistic indoor_temperature [e]
9821,"for data where indoor temperature warmer than 15.25 and outdoor temperature yocolderunger than 21.5, what is the statistics of past electricity?",filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.5 and statistic past_electricity [e]
9822,"for data where indoor temperature exceeds 13.25, what is the statistics of indoor temperature?",filter indoor_temperature greater than 13.25 and statistic indoor_temperature [e]
9823,"for data where past electricity upper than 1929.025, what is the statistics of outdoor temperature?",filter past_electricity greater than 1929.025 and statistic outdoor_temperature [e]
9824,"for data where indoor temperature exceeds 15.25, what is the statistics of indoor temperature?",filter indoor_temperature greater than 15.25 and statistic indoor_temperature [e]
9825,"for data where outdoor temperature not equal to 21.82399577, what is the statistics of outdoor temperature?",filter outdoor_temperature not equal to 21.82399577 and statistic outdoor_temperature [e]
9826,"for data where indoor temperature colder than 15.25, what is the statistics of past electricity?",filter indoor_temperature less than 15.25 and statistic past_electricity [e]
9827,"for data where outdoor temperature is not greater than 21.5, what is the statistics of past electricity?",filter outdoor_temperature less equal than 21.5 and statistic past_electricity [e]
9828,"for data where past electricity not equal to 640.4, what is the statistics of indoor temperature?",filter past_electricity not equal to 640.4 and statistic indoor_temperature [e]
9829,"for data where past electricity is not greater than 1929.025, what is the statistics of indoor temperature?",filter past_electricity less equal than 1929.025 and statistic indoor_temperature [e]
9830,"for data where outdoor temperature upper than 21.82399577, what is the statistics of past electricity?",filter outdoor_temperature greater than 21.82399577 and statistic past_electricity [e]
9831,"for data where outdoor temperature above 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature greater than 21.82399577 and statistic indoor_temperature [e]
9832,"for data where indoor temperature is equal to but not greater than 13.25, what is the statistics of outdoor temperature?",filter indoor_temperature less equal than 13.25 and statistic outdoor_temperature [e]
9833,"for data where past electricity is not less than 640.4, what is the statistics of past electricity?",filter past_electricity greater equal than 640.4 and statistic past_electricity [e]
9834,"for data where past electricity less than 1929.025, what is the statistics of indoor temperature?",filter past_electricity less than 1929.025 and statistic indoor_temperature [e]
9835,"for data where past electricity more than 1929.025, what is the statistics of indoor temperature?",filter past_electricity greater than 1929.025 and statistic indoor_temperature [e]
9836,"for data where outdoor temperature is equal to but not greater than 21.5, what is the statistics of indoor temperature?",filter outdoor_temperature less equal than 21.5 and statistic indoor_temperature [e]
9837,"for data where outdoor temperature above 21.82399577, what is the statistics of past electricity?",filter outdoor_temperature greater than 21.82399577 and statistic past_electricity [e]
9838,"for data where past electricity warmer than 640.4 and indoor temperature yocolderunger than 15.25, what is the statistics of outdoor temperature?",filter past_electricity greater than 640.4 and filter indoor_temperature less than 15.25 and statistic outdoor_temperature [e]
9839,"for data where indoor temperature of 13.25, what is the statistics of past electricity?",filter indoor_temperature equal to 13.25 and statistic past_electricity [e]
9840,"for data where past electricity colder than 1929.025, what is the statistics of past electricity?",filter past_electricity less than 1929.025 and statistic past_electricity [e]
9841,"for data where indoor temperature exceeds 13.25, what is the statistics of outdoor temperature?",filter indoor_temperature greater than 13.25 and statistic outdoor_temperature [e]
9842,"for data where past electricity equal to or below 1929.025, what is the statistics of indoor temperature?",filter past_electricity less equal than 1929.025 and statistic indoor_temperature [e]
9843,"for data where outdoor temperature not equal to 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature not equal to 21.5 and statistic outdoor_temperature [e]
9844,"for data where indoor temperature not equal to 15.25, what is the statistics of past electricity?",filter indoor_temperature not equal to 15.25 and statistic past_electricity [e]
9845,"for data where outdoor temperature of 21.82399577, what is the statistics of indoor temperature?",filter outdoor_temperature equal to 21.82399577 and statistic indoor_temperature [e]
9846,"for data where past electricity of 640.4, what is the statistics of past electricity?",filter past_electricity equal to 640.4 and statistic past_electricity [e]
9847,"for data where outdoor temperature more than 21.5, what is the statistics of outdoor temperature?",filter outdoor_temperature greater than 21.5 and statistic outdoor_temperature [e]
9848,explain the reasoning and how to flip the predictions for data point id 98,filter id 98 and explain features and explain cfe [e]
9849,"yup, show it to me",followup [e]
9850,"do you think that losing more than 21.5 outdoor temperature, reduces the risk of {class_names}?",likelihood and change outdoor_temperature decrease 21.5 likelihood [e]
9851,"do you think that losing more than 21.82399577 outdoor temperature, reduces the risk of {class_names}?",likelihood and change outdoor_temperature decrease 21.82399577 likelihood [e]
9852,"do you think that losing more than 640.4 past electricity, reduces the risk of {class_names}?",likelihood and change past_electricity decrease 640.4 likelihood [e]
9853,"do you think that losing more than 13.25 indoor temperature, reduces the risk of {class_names}?",likelihood and change indoor_temperature decrease 13.25 likelihood [e]
9854,"do you think that losing more than 1929.025 past electricity, reduces the risk of {class_names}?",likelihood and change past_electricity decrease 1929.025 likelihood [e]
9855,"do you think that losing more than 15.25 indoor temperature, reduces the risk of {class_names}?",likelihood and change indoor_temperature decrease 15.25 likelihood [e]
9856,what's your motivation for deciding the predictions of outdoor temperature not equal to 21.5,filter outdoor_temperature not equal to 21.5 and explain features [e]
9857,what's your motivation for deciding the predictions of everything but not outdoor temperature of 21.82399577,filter outdoor_temperature not equal to 21.82399577 and explain features [e]
9858,what's your motivation for deciding the predictions of outdoor temperature warmer than 21.82399577,filter outdoor_temperature greater than 21.82399577 and explain features [e]
9859,what's your motivation for deciding the predictions of past electricity above 640.4,filter past_electricity greater than 640.4 and explain features [e]
9860,what's your motivation for deciding the predictions of indoor temperature warmer than 15.25,filter indoor_temperature greater than 15.25 and explain features [e]
9861,what's your motivation for deciding the predictions of indoor temperature exceeds 13.25,filter indoor_temperature greater than 13.25 and explain features [e]
9862,what's your motivation for deciding the predictions of outdoor temperature warmer than 21.5 and indoor temperature yocolderunger than 15.25,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and explain features [e]
9863,what's your motivation for deciding the predictions of indoor temperature equal to or below 15.25,filter indoor_temperature less equal than 15.25 and explain features [e]
9864,what's your motivation for deciding the predictions of outdoor temperature warmer than 21.82399577 and past electricity yocolderunger than 640.4,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and explain features [e]
9865,what's your motivation for deciding the predictions of indoor temperature colder than 13.25,filter indoor_temperature less than 13.25 and explain features [e]
9866,what's your motivation for deciding the predictions of everything but not past electricity of 1929.025,filter past_electricity not equal to 1929.025 and explain features [e]
9867,what's your motivation for deciding the predictions of indoor temperature warmer than 15.25 and past electricity yocolderunger than 640.4,filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and explain features [e]
9868,what's your motivation for deciding the predictions of everything but not past electricity of 640.4,filter past_electricity not equal to 640.4 and explain features [e]
