,natural_language,parsed_utterance
11018,what set of factors do you take into consideration when determining if indoor temperature upper than 13.25 are {class_names}?,filter indoor_temperature greater than 13.25 and explain features [e]
11019,what set of factors do you take into consideration when determining if indoor temperature equal to or below 15.25 are {class_names}?,filter indoor_temperature less equal than 15.25 and explain features [e]
11020,what set of factors do you take into consideration when determining if indoor temperature taller than 13.25 are {class_names}?,filter indoor_temperature greater than 13.25 and explain features [e]
11021,what set of factors do you take into consideration when determining if outdoor temperature more than 21.5 are {class_names}?,filter outdoor_temperature greater than 21.5 and explain features [e]
11022,what set of factors do you take into consideration when determining if outdoor temperature taller than 21.5 are {class_names}?,filter outdoor_temperature greater than 21.5 and explain features [e]
11023,what set of factors do you take into consideration when determining if everything but not outdoor temperature of 21.5 are {class_names}?,filter outdoor_temperature not equal to 21.5 and explain features [e]
11024,what set of factors do you take into consideration when determining if indoor temperature older than 13.25 and outdoor temperature younger than 21.5 are {class_names}?,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and explain features [e]
11025,what set of factors do you take into consideration when determining if indoor temperature younger than 15.25 are {class_names}?,filter indoor_temperature less than 15.25 and explain features [e]
11026,what set of factors do you take into consideration when determining if past electricity older than 1929.025 and indoor temperature younger than 15.25 are {class_names}?,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and explain features [e]
11027,what set of factors do you take into consideration when determining if everything but not past electricity of 640.4 are {class_names}?,filter past_electricity not equal to 640.4 and explain features [e]
11028,what set of factors do you take into consideration when determining if outdoor temperature upper than 21.5 are {class_names}?,filter outdoor_temperature greater than 21.5 and explain features [e]
11029,what set of factors do you take into consideration when determining if past electricity less than 1929.025 are {class_names}?,filter past_electricity less than 1929.025 and explain features [e]
11030,what set of factors do you take into consideration when determining if outdoor temperature older than 21.82399577 and past electricity younger than 640.4 are {class_names}?,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and explain features [e]
11031,what set of factors do you take into consideration when determining if the model predicts {class_names} but whose ground truth label is {class_names} are {class_names}?,predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and explain features [e]
11032,what set of factors do you take into consideration when determining if id 61 are {class_names}?,filter id 61 and explain features [e]
11033,what set of factors do you take into consideration when determining if outdoor temperature older than 21.5 are {class_names}?,filter outdoor_temperature greater than 21.5 and explain features [e]
11034,what set of factors do you take into consideration when determining if indoor temperature more than 15.25 are {class_names}?,filter indoor_temperature greater than 15.25 and explain features [e]
11035,what set of factors do you take into consideration when determining if past electricity above 640.4 are {class_names}?,filter past_electricity greater than 640.4 and explain features [e]
11036,what set of factors do you take into consideration when determining if indoor temperature exceeds 13.25 are {class_names}?,filter indoor_temperature greater than 13.25 and explain features [e]
11037,what set of factors do you take into consideration when determining if {class_names} is what the individuals outcome under the model is are {class_names}?,predictionfilter {non_semantic_class_names} and explain features [e]
11038,what set of factors do you take into consideration when determining if indoor temperature exceeds 15.25 are {class_names}?,filter indoor_temperature greater than 15.25 and explain features [e]
11039,what set of factors do you take into consideration when determining if past electricity not equal to 640.4 are {class_names}?,filter past_electricity not equal to 640.4 and explain features [e]
11040,what set of factors do you take into consideration when determining if indoor temperature older than 13.25 and outdoor temperature younger than 21.82399577 are {class_names}?,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and explain features [e]
11041,what set of factors do you take into consideration when determining if indoor temperature above 15.25 are {class_names}?,filter indoor_temperature greater than 15.25 and explain features [e]
11042,what set of factors do you take into consideration when determining if past electricity the same or more than 1929.025 are {class_names}?,filter past_electricity greater equal than 1929.025 and explain features [e]
11043,what set of factors do you take into consideration when determining if past electricity is not greater than 1929.025 are {class_names}?,filter past_electricity less equal than 1929.025 and explain features [e]
11044,what set of factors do you take into consideration when determining if indoor temperature older than 15.25 and outdoor temperature younger than 21.82399577 are {class_names}?,filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.82399577 and explain features [e]
11045,what are the gold label frequencies,statistic target [e]
11046,would people with more than 15.25 indoor temperature be more likely to be predicted {class_names} if they had 1929.025 greater past electricity?,filter indoor_temperature equal to 15.25 and likelihood and change past_electricity increase 1929.025 and likelihood [e]
11047,would people with more than 21.82399577 outdoor temperature be more likely to be predicted {class_names} if they had 1929.025 greater past electricity?,filter outdoor_temperature equal to 21.82399577 and likelihood and change past_electricity increase 1929.025 and likelihood [e]
11048,would people with more than 1929.025 past electricity be more likely to be predicted {class_names} if they had 13.25 greater indoor temperature?,filter past_electricity equal to 1929.025 and likelihood and change indoor_temperature increase 13.25 and likelihood [e]
11049,would people with more than 640.4 past electricity be more likely to be predicted {class_names} if they had 21.5 greater outdoor temperature?,filter past_electricity equal to 640.4 and likelihood and change outdoor_temperature increase 21.5 and likelihood [e]
11050,would people with more than 13.25 indoor temperature be more likely to be predicted {class_names} if they had 640.4 greater past electricity?,filter indoor_temperature equal to 13.25 and likelihood and change past_electricity increase 640.4 and likelihood [e]
11051,would people with more than 15.25 indoor temperature be more likely to be predicted {class_names} if they had 640.4 greater past electricity?,filter indoor_temperature equal to 15.25 and likelihood and change past_electricity increase 640.4 and likelihood [e]
11052,would people with more than 15.25 indoor temperature be more likely to be predicted {class_names} if they had 21.5 greater outdoor temperature?,filter indoor_temperature equal to 15.25 and likelihood and change outdoor_temperature increase 21.5 and likelihood [e]
11053,would people with more than 21.5 outdoor temperature be more likely to be predicted {class_names} if they had 640.4 greater past electricity?,filter outdoor_temperature equal to 21.5 and likelihood and change past_electricity increase 640.4 and likelihood [e]
11054,would people with more than 1929.025 past electricity be more likely to be predicted {class_names} if they had 21.5 greater outdoor temperature?,filter past_electricity equal to 1929.025 and likelihood and change outdoor_temperature increase 21.5 and likelihood [e]
11055,would people with more than 21.5 outdoor temperature be more likely to be predicted {class_names} if they had 1929.025 greater past electricity?,filter outdoor_temperature equal to 21.5 and likelihood and change past_electricity increase 1929.025 and likelihood [e]
11056,would people with more than 21.5 outdoor temperature be more likely to be predicted {class_names} if they had 15.25 greater indoor temperature?,filter outdoor_temperature equal to 21.5 and likelihood and change indoor_temperature increase 15.25 and likelihood [e]
11057,would people with more than 21.5 outdoor temperature be more likely to be predicted {class_names} if they had 13.25 greater indoor temperature?,filter outdoor_temperature equal to 21.5 and likelihood and change indoor_temperature increase 13.25 and likelihood [e]
11058,would people with more than 15.25 indoor temperature be more likely to be predicted {class_names} if they had 21.82399577 greater outdoor temperature?,filter indoor_temperature equal to 15.25 and likelihood and change outdoor_temperature increase 21.82399577 and likelihood [e]
11059,would people with more than 1929.025 past electricity be more likely to be predicted {class_names} if they had 15.25 greater indoor temperature?,filter past_electricity equal to 1929.025 and likelihood and change indoor_temperature increase 15.25 and likelihood [e]
11060,would people with more than 640.4 past electricity be more likely to be predicted {class_names} if they had 13.25 greater indoor temperature?,filter past_electricity equal to 640.4 and likelihood and change indoor_temperature increase 13.25 and likelihood [e]
11061,would people with more than 13.25 indoor temperature be more likely to be predicted {class_names} if they had 21.82399577 greater outdoor temperature?,filter indoor_temperature equal to 13.25 and likelihood and change outdoor_temperature increase 21.82399577 and likelihood [e]
11062,would people with more than 21.82399577 outdoor temperature be more likely to be predicted {class_names} if they had 15.25 greater indoor temperature?,filter outdoor_temperature equal to 21.82399577 and likelihood and change indoor_temperature increase 15.25 and likelihood [e]
11063,would people with more than 13.25 indoor temperature be more likely to be predicted {class_names} if they had 21.5 greater outdoor temperature?,filter indoor_temperature equal to 13.25 and likelihood and change outdoor_temperature increase 21.5 and likelihood [e]
11064,would people with more than 1929.025 past electricity be more likely to be predicted {class_names} if they had 21.82399577 greater outdoor temperature?,filter past_electricity equal to 1929.025 and likelihood and change outdoor_temperature increase 21.82399577 and likelihood [e]
11065,would people with more than 21.82399577 outdoor temperature be more likely to be predicted {class_names} if they had 640.4 greater past electricity?,filter outdoor_temperature equal to 21.82399577 and likelihood and change past_electricity increase 640.4 and likelihood [e]
11066,would people with more than 13.25 indoor temperature be more likely to be predicted {class_names} if they had 1929.025 greater past electricity?,filter indoor_temperature equal to 13.25 and likelihood and change past_electricity increase 1929.025 and likelihood [e]
11067,would people with more than 640.4 past electricity be more likely to be predicted {class_names} if they had 21.82399577 greater outdoor temperature?,filter past_electricity equal to 640.4 and likelihood and change outdoor_temperature increase 21.82399577 and likelihood [e]
11068,would people with more than 21.82399577 outdoor temperature be more likely to be predicted {class_names} if they had 13.25 greater indoor temperature?,filter outdoor_temperature equal to 21.82399577 and likelihood and change indoor_temperature increase 13.25 and likelihood [e]
11069,would people with more than 640.4 past electricity be more likely to be predicted {class_names} if they had 15.25 greater indoor temperature?,filter past_electricity equal to 640.4 and likelihood and change indoor_temperature increase 15.25 and likelihood [e]
11070,could you show top 3 most important features for the data point 98,filter id 98 and important topk 3 [e]
11071,"how likely would the ""{class_names}"" class be if past electricity were set to 640.4 for id 515",filter id 515 and change past_electricity set 640.4 and likelihood [e]
11072,"how likely would the ""{class_names}"" class be if outdoor temperature were set to 21.82399577 for id 515",filter id 515 and change outdoor_temperature set 21.82399577 and likelihood [e]
11073,"how likely would the ""{class_names}"" class be if indoor temperature were set to 13.25 for id 515",filter id 515 and change indoor_temperature set 13.25 and likelihood [e]
11074,"how likely would the ""{class_names}"" class be if past electricity were set to 1929.025 for id 515",filter id 515 and change past_electricity set 1929.025 and likelihood [e]
11075,"how likely would the ""{class_names}"" class be if outdoor temperature were set to 21.5 for id 515",filter id 515 and change outdoor_temperature set 21.5 and likelihood [e]
11076,"how likely would the ""{class_names}"" class be if indoor temperature were set to 15.25 for id 515",filter id 515 and change indoor_temperature set 15.25 and likelihood [e]
11077,could you tell me how to change the prediction point for data point 34?,filter id 34 and explain cfe [e]
11078,what are the data labels for everything but not indoor temperature of 13.25,filter indoor_temperature not equal to 13.25 and label [e]
11079,what are the data labels for outdoor temperature not equal to 21.82399577,filter outdoor_temperature not equal to 21.82399577 and label [e]
11080,what are the data labels for outdoor temperature exceeds 21.82399577,filter outdoor_temperature greater than 21.82399577 and label [e]
11081,what are the data labels for past electricity of 640.4,filter past_electricity equal to 640.4 and label [e]
11082,what are the data labels for past electricity older than 640.4 and outdoor temperature younger than 21.82399577,filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.82399577 and label [e]
11083,what are the data labels for indoor temperature not equal to 15.25,filter indoor_temperature not equal to 15.25 and label [e]
11084,what are the data labels for everything but not outdoor temperature of 21.5,filter outdoor_temperature not equal to 21.5 and label [e]
11085,what are the data labels for the model predicts {class_names} but actually are {class_names},predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and label [e]
11086,what are the data labels for outdoor temperature younger than 21.5,filter outdoor_temperature less than 21.5 and label [e]
11087,what are the data labels for indoor temperature taller than 13.25,filter indoor_temperature greater than 13.25 and label [e]
11088,what are the data labels for id 61,filter id 61 and label [e]
11089,what are the data labels for past electricity taller than 640.4,filter past_electricity greater than 640.4 and label [e]
11090,what are the data labels for indoor temperature equal to or below 13.25,filter indoor_temperature less equal than 13.25 and label [e]
11091,what are the data labels for indoor temperature is not greater than 15.25,filter indoor_temperature less equal than 15.25 and label [e]
11092,what are the data labels for indoor temperature equal to or below 15.25,filter indoor_temperature less equal than 15.25 and label [e]
11093,what are the data labels for indoor temperature older than 13.25 and past electricity younger than 640.4,filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and label [e]
11094,what are the data labels for indoor temperature less than 15.25,filter indoor_temperature less than 15.25 and label [e]
11095,what are the data labels for outdoor temperature of 21.5,filter outdoor_temperature equal to 21.5 and label [e]
11096,what are the data labels for past electricity older than 640.4 and indoor temperature younger than 13.25,filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and label [e]
11097,what are the data labels for data points 89 and 90,filter id 89 and filter id 90 and label [e]
11098,what are the data labels for outdoor temperature upper than 21.82399577,filter outdoor_temperature greater than 21.82399577 and label [e]
11099,what are the data labels for indoor temperature older than 15.25,filter indoor_temperature greater than 15.25 and label [e]
11100,what are the data labels for past electricity above 1929.025,filter past_electricity greater than 1929.025 and label [e]
11101,what are the data labels for indoor temperature less than 13.25,filter indoor_temperature less than 13.25 and label [e]
11102,what are the data labels for past electricity taller than 1929.025,filter past_electricity greater than 1929.025 and label [e]
11103,what are the data labels for indoor temperature is equal to but not greater than 15.25,filter indoor_temperature less equal than 15.25 and label [e]
11104,what are the data labels for indoor temperature older than 15.25 and past electricity younger than 640.4,filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and label [e]
11105,what are the data labels for outdoor temperature is not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and label [e]
11106,what are the data labels for outdoor temperature less than 21.5,filter outdoor_temperature less than 21.5 and label [e]
11107,what are the data labels for past electricity upper than 640.4,filter past_electricity greater than 640.4 and label [e]
11108,what are the data labels for outdoor temperature older than 21.82399577 and indoor temperature younger than 15.25,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 15.25 and label [e]
11109,what are the data labels for outdoor temperature is equal to but not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and label [e]
11110,what are the data labels for outdoor temperature less than 21.82399577,filter outdoor_temperature less than 21.82399577 and label [e]
11111,what are the data labels for outdoor temperature is equal to but not greater than 21.5,filter outdoor_temperature less equal than 21.5 and label [e]
11112,what are the data labels for past electricity is equal to but not greater than 1929.025,filter past_electricity less equal than 1929.025 and label [e]
11113,what are the data labels for indoor temperature younger than 13.25,filter indoor_temperature less than 13.25 and label [e]
11114,what are the data labels for outdoor temperature older than 21.5 and indoor temperature younger than 15.25,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and label [e]
11115,what are the data labels for outdoor temperature older than 21.82399577 and past electricity younger than 1929.025,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 1929.025 and label [e]
11116,what are the data labels for past electricity older than 640.4 and outdoor temperature younger than 21.5,filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.5 and label [e]
11117,what are the data labels for past electricity not equal to 640.4,filter past_electricity not equal to 640.4 and label [e]
11118,what are the data labels for everything but not past electricity of 1929.025,filter past_electricity not equal to 1929.025 and label [e]
11119,what are the data labels for indoor temperature above 13.25,filter indoor_temperature greater than 13.25 and label [e]
11120,what are the data labels for past electricity older than 1929.025 and indoor temperature younger than 13.25,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 13.25 and label [e]
11121,what are the data labels for outdoor temperature taller than 21.5,filter outdoor_temperature greater than 21.5 and label [e]
11122,what are the data labels for indoor temperature older than 15.25 and past electricity younger than 1929.025,filter indoor_temperature greater than 15.25 and filter past_electricity less than 1929.025 and label [e]
11123,what are the data labels for outdoor temperature younger than 21.82399577,filter outdoor_temperature less than 21.82399577 and label [e]
11124,what are the data labels for indoor temperature more than 13.25,filter indoor_temperature greater than 13.25 and label [e]
11125,what are the data labels for indoor temperature exceeds 15.25,filter indoor_temperature greater than 15.25 and label [e]
11126,what are the data labels for past electricity older than 1929.025 and outdoor temperature younger than 21.82399577,filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and label [e]
11127,what are the data labels for indoor temperature upper than 13.25,filter indoor_temperature greater than 13.25 and label [e]
11128,what are the data labels for outdoor temperature is not less than 21.82399577,filter outdoor_temperature greater equal than 21.82399577 and label [e]
11129,what are the data labels for outdoor temperature older than 21.82399577,filter outdoor_temperature greater than 21.82399577 and label [e]
11130,what are the data labels for past electricity older than 1929.025,filter past_electricity greater than 1929.025 and label [e]
11131,what are the data labels for past electricity above 640.4,filter past_electricity greater than 640.4 and label [e]
11132,what are the data labels for the model predicts {class_names},predictionfilter {non_semantic_class_names} and label [e]
11133,what are the data labels for the model's prediction is {class_names},predictionfilter {non_semantic_class_names} and label [e]
11134,what are the data labels for indoor temperature older than 13.25,filter indoor_temperature greater than 13.25 and label [e]
11135,what are the data labels for past electricity the same or more than 1929.025,filter past_electricity greater equal than 1929.025 and label [e]
11136,what are the data labels for past electricity is not greater than 1929.025,filter past_electricity less equal than 1929.025 and label [e]
11137,what are the data labels for indoor temperature the same or more than 15.25,filter indoor_temperature greater equal than 15.25 and label [e]
11138,what are the data labels for indoor temperature upper than 15.25,filter indoor_temperature greater than 15.25 and label [e]
11139,what are the data labels for outdoor temperature older than 21.5 and past electricity younger than 1929.025,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and label [e]
11140,what are the data labels for indoor temperature is equal to but not greater than 13.25,filter indoor_temperature less equal than 13.25 and label [e]
11141,what are the data labels for indoor temperature exceeds 13.25,filter indoor_temperature greater than 13.25 and label [e]
11142,what are the data labels for past electricity more than 1929.025,filter past_electricity greater than 1929.025 and label [e]
11143,what are the data labels for past electricity older than 1929.025 and outdoor temperature younger than 21.5,filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.5 and label [e]
11144,what are the data labels for past electricity exceeds 1929.025,filter past_electricity greater than 1929.025 and label [e]
11145,what are the data labels for outdoor temperature older than 21.5 and indoor temperature younger than 13.25,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 13.25 and label [e]
11146,what are the data labels for past electricity upper than 1929.025,filter past_electricity greater than 1929.025 and label [e]
11147,what are the data labels for past electricity older than 640.4 and indoor temperature younger than 15.25,filter past_electricity greater than 640.4 and filter indoor_temperature less than 15.25 and label [e]
11148,what are the data labels for indoor temperature older than 13.25 and outdoor temperature younger than 21.5,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and label [e]
11149,what are the data labels for outdoor temperature above 21.5,filter outdoor_temperature greater than 21.5 and label [e]
11150,what are the data labels for indoor temperature is not less than 13.25,filter indoor_temperature greater equal than 13.25 and label [e]
11151,what are the data labels for indoor temperature older than 15.25 and outdoor temperature younger than 21.82399577,filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.82399577 and label [e]
11152,what are the data labels for indoor temperature older than 13.25 and outdoor temperature younger than 21.82399577,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and label [e]
11153,what are the data labels for id 78,filter id 78 and label [e]
11154,what are the data labels for past electricity younger than 640.4,filter past_electricity less than 640.4 and label [e]
11155,what are the data labels for everything but not indoor temperature of 15.25,filter indoor_temperature not equal to 15.25 and label [e]
11156,what are the data labels for past electricity equal to or below 1929.025,filter past_electricity less equal than 1929.025 and label [e]
11157,what are the data labels for outdoor temperature upper than 21.5,filter outdoor_temperature greater than 21.5 and label [e]
11158,what are the data labels for everything but not outdoor temperature of 21.82399577,filter outdoor_temperature not equal to 21.82399577 and label [e]
11159,what are the data labels for where they are actually {class_names} but the model predicts {class_names},labelfilter {non_semantic_class_names} and predictionfilter {non_semantic_class_names} and label [e]
11160,what are the data labels for outdoor temperature older than 21.82399577 and indoor temperature younger than 13.25,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and label [e]
11161,what are the data labels for indoor temperature older than 15.25 and outdoor temperature younger than 21.5,filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.5 and label [e]
11162,what are the data labels for outdoor temperature exceeds 21.5,filter outdoor_temperature greater than 21.5 and label [e]
11163,what are the data labels for outdoor temperature not equal to 21.5,filter outdoor_temperature not equal to 21.5 and label [e]
11164,what are the data labels for indoor temperature more than 15.25,filter indoor_temperature greater than 15.25 and label [e]
11165,what are the data labels for outdoor temperature is not less than 21.5,filter outdoor_temperature greater equal than 21.5 and label [e]
11166,what are the data labels for outdoor temperature older than 21.82399577 and past electricity younger than 640.4,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and label [e]
11167,what are the data labels for indoor temperature of 13.25,filter indoor_temperature equal to 13.25 and label [e]
11168,what are the data labels for indoor temperature is not less than 15.25,filter indoor_temperature greater equal than 15.25 and label [e]
11169,what are the data labels for the model predicts {class_names} and the label is {class_names},predictionfilter {non_semantic_class_names} and labelfilter {class_names} and label [e]
11170,what are the data labels for past electricity the same or more than 640.4,filter past_electricity greater equal than 640.4 and label [e]
11171,what are the data labels for past electricity older than 1929.025 and indoor temperature younger than 15.25,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and label [e]
11172,what are the data labels for past electricity exceeds 640.4,filter past_electricity greater than 640.4 and label [e]
11173,what are the data labels for everything but not past electricity of 640.4,filter past_electricity not equal to 640.4 and label [e]
11174,what are the data labels for past electricity older than 640.4,filter past_electricity greater than 640.4 and label [e]
11175,what are the data labels for past electricity of 1929.025,filter past_electricity equal to 1929.025 and label [e]
11176,what are the data labels for indoor temperature older than 13.25 and past electricity younger than 1929.025,filter indoor_temperature greater than 13.25 and filter past_electricity less than 1929.025 and label [e]
11177,what are the data labels for outdoor temperature taller than 21.82399577,filter outdoor_temperature greater than 21.82399577 and label [e]
11178,what are the data labels for outdoor temperature older than 21.5,filter outdoor_temperature greater than 21.5 and label [e]
11179,what are the data labels for past electricity is not greater than 640.4,filter past_electricity less equal than 640.4 and label [e]
11180,what are the data labels for indoor temperature the same or more than 13.25,filter indoor_temperature greater equal than 13.25 and label [e]
11181,what are the data labels for past electricity equal to or below 640.4,filter past_electricity less equal than 640.4 and label [e]
11182,what are the data labels for indoor temperature not equal to 13.25,filter indoor_temperature not equal to 13.25 and label [e]
11183,what are the data labels for past electricity not equal to 1929.025,filter past_electricity not equal to 1929.025 and label [e]
11184,what are the data labels for outdoor temperature older than 21.5 and past electricity younger than 640.4,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 640.4 and label [e]
11185,what are the data labels for indoor temperature of 15.25,filter indoor_temperature equal to 15.25 and label [e]
11186,what are the data labels for outdoor temperature above 21.82399577,filter outdoor_temperature greater than 21.82399577 and label [e]
11187,what are the data labels for outdoor temperature equal to or below 21.82399577,filter outdoor_temperature less equal than 21.82399577 and label [e]
11188,what are the data labels for the model outcome is {class_names} but the label is {class_names},predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and label [e]
11189,what are the data labels for past electricity is not less than 1929.025,filter past_electricity greater equal than 1929.025 and label [e]
11190,what are the data labels for the model predicts {class_names} but whose ground truth label is {class_names},predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and label [e]
11191,what are the data labels for outdoor temperature equal to or below 21.5,filter outdoor_temperature less equal than 21.5 and label [e]
11192,what are the data labels for indoor temperature younger than 15.25,filter indoor_temperature less than 15.25 and label [e]
11193,what are the data labels for indoor temperature above 15.25,filter indoor_temperature greater than 15.25 and label [e]
11194,what are the data labels for outdoor temperature more than 21.5,filter outdoor_temperature greater than 21.5 and label [e]
11195,what are the data labels for outdoor temperature the same or more than 21.82399577,filter outdoor_temperature greater equal than 21.82399577 and label [e]
11196,what are the data labels for indoor temperature taller than 15.25,filter indoor_temperature greater than 15.25 and label [e]
11197,what are the data labels for past electricity less than 1929.025,filter past_electricity less than 1929.025 and label [e]
11198,what are the data labels for outdoor temperature the same or more than 21.5,filter outdoor_temperature greater equal than 21.5 and label [e]
11199,what are the data labels for past electricity younger than 1929.025,filter past_electricity less than 1929.025 and label [e]
11200,what are the data labels for {class_names} is what the individuals outcome under the model is,predictionfilter {non_semantic_class_names} and label [e]
11201,what are the data labels for outdoor temperature is not greater than 21.5,filter outdoor_temperature less equal than 21.5 and label [e]
11202,what are the data labels for outdoor temperature of 21.82399577,filter outdoor_temperature equal to 21.82399577 and label [e]
11203,what are the data labels for who are {class_names} but get predicted as {class_names},labelfilter {non_semantic_class_names} and predictionfilter {non_semantic_class_names} and label [e]
11204,what are the data labels for past electricity less than 640.4,filter past_electricity less than 640.4 and label [e]
11205,what are the data labels for past electricity is not less than 640.4,filter past_electricity greater equal than 640.4 and label [e]
11206,what are the data labels for past electricity more than 640.4,filter past_electricity greater than 640.4 and label [e]
11207,what are the data labels for past electricity is equal to but not greater than 640.4,filter past_electricity less equal than 640.4 and label [e]
11208,what are the data labels for the model predicts {class_names} but the label is {class_names},predictionfilter {non_semantic_class_names} and labelfilter {non_semantic_class_names} and label [e]
11209,what are the data labels for outdoor temperature more than 21.82399577,filter outdoor_temperature greater than 21.82399577 and label [e]
11210,what are the data labels for indoor temperature is not greater than 13.25,filter indoor_temperature less equal than 13.25 and label [e]
11211,show me this data point,previousfilter and show [e]
11212,what is the probability of this instance being predicted {class_names},previousfilter and likelihood [e]
11213,tell me what the model is,model [e]
11214,why do you predict these instances?,previousfilter and explain features [e]
11215,what's the testing accuracy for people outdoor temperature above 21.5,filter outdoor_temperature greater than 21.5 and score default [e]
11216,what's the testing accuracy for people past electricity older than 1929.025 and indoor temperature younger than 13.25,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 13.25 and score default [e]
11217,what's the testing accuracy for people outdoor temperature older than 21.82399577 and past electricity younger than 640.4,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and score default [e]
11218,what's the testing accuracy for people past electricity older than 1929.025 and outdoor temperature younger than 21.5,filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.5 and score default [e]
11219,what's the testing accuracy for people outdoor temperature of 21.82399577,filter outdoor_temperature equal to 21.82399577 and score default [e]
11220,what's the testing accuracy for people outdoor temperature is not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and score default [e]
11221,what's the testing accuracy for people past electricity older than 640.4 and indoor temperature younger than 13.25,filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and score default [e]
11222,what's the testing accuracy for people outdoor temperature taller than 21.5,filter outdoor_temperature greater than 21.5 and score default [e]
11223,what's the testing accuracy for people past electricity older than 1929.025 and outdoor temperature younger than 21.82399577,filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and score default [e]
11224,what's the testing accuracy for people outdoor temperature is not greater than 21.5,filter outdoor_temperature less equal than 21.5 and score default [e]
11225,what's the testing accuracy for people outdoor temperature older than 21.5 and indoor temperature younger than 15.25,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and score default [e]
11226,what's the testing accuracy for people past electricity younger than 640.4,filter past_electricity less than 640.4 and score default [e]
11227,what's the testing accuracy for people outdoor temperature the same or more than 21.82399577,filter outdoor_temperature greater equal than 21.82399577 and score default [e]
11228,what's the testing accuracy for people past electricity taller than 1929.025,filter past_electricity greater than 1929.025 and score default [e]
11229,what's the testing accuracy for people outdoor temperature is equal to but not greater than 21.5,filter outdoor_temperature less equal than 21.5 and score default [e]
11230,what's the testing accuracy for people past electricity equal to or below 640.4,filter past_electricity less equal than 640.4 and score default [e]
11231,what's the testing accuracy for people indoor temperature upper than 13.25,filter indoor_temperature greater than 13.25 and score default [e]
11232,what's the testing accuracy for people past electricity equal to or below 1929.025,filter past_electricity less equal than 1929.025 and score default [e]
11233,what's the testing accuracy for people indoor temperature older than 13.25 and outdoor temperature younger than 21.5,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and score default [e]
11234,what's the testing accuracy for people the model's prediction is {class_names},predictionfilter {non_semantic_class_names} and score default [e]
11235,what's the testing accuracy for people everything but not past electricity of 640.4,filter past_electricity not equal to 640.4 and score default [e]
11236,what's the testing accuracy for people indoor temperature older than 15.25,filter indoor_temperature greater than 15.25 and score default [e]
11237,what's the testing accuracy for people outdoor temperature is not less than 21.5,filter outdoor_temperature greater equal than 21.5 and score default [e]
11238,what's the testing accuracy for people id 61,filter id 61 and score default [e]
11239,what's the testing accuracy for people outdoor temperature older than 21.5 and past electricity younger than 1929.025,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and score default [e]
11240,what's the testing accuracy for people outdoor temperature less than 21.82399577,filter outdoor_temperature less than 21.82399577 and score default [e]
11241,what's the testing accuracy for people past electricity not equal to 1929.025,filter past_electricity not equal to 1929.025 and score default [e]
11242,what's the testing accuracy for people past electricity younger than 1929.025,filter past_electricity less than 1929.025 and score default [e]
