,natural_language,parsed_utterance
10470,"if past electricity is increased by 640.4 for {filer_text}, what would the model predict?",filter outdoor_temperature equal to 21.82399577 and change past_electricity increase 640.4 and predict [e]
10471,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and change indoor_temperature increase 13.25 and predict [e]
10472,"if indoor temperature is increased by 15.25 for {filer_text}, what would the model predict?",filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and change indoor_temperature increase 15.25 and predict [e]
10473,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and change indoor_temperature increase 13.25 and predict [e]
10474,"if indoor temperature is increased by 15.25 for {filer_text}, what would the model predict?",filter past_electricity less than 640.4 and change indoor_temperature increase 15.25 and predict [e]
10475,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter past_electricity greater than 1929.025 and change indoor_temperature increase 13.25 and predict [e]
10476,"if past electricity is increased by 1929.025 for {filer_text}, what would the model predict?",filter outdoor_temperature not equal to 21.5 and change past_electricity increase 1929.025 and predict [e]
10477,"if indoor temperature is increased by 15.25 for {filer_text}, what would the model predict?",filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and change indoor_temperature increase 15.25 and predict [e]
10478,"if past electricity is increased by 640.4 for {filer_text}, what would the model predict?",filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 1929.025 and change past_electricity increase 640.4 and predict [e]
10479,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter indoor_temperature greater equal than 13.25 and change indoor_temperature increase 13.25 and predict [e]
10480,"if indoor temperature is increased by 15.25 for {filer_text}, what would the model predict?",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and change indoor_temperature increase 15.25 and predict [e]
10481,"if outdoor temperature is increased by 21.82399577 for {filer_text}, what would the model predict?",filter id 89 and filter id 90 and change outdoor_temperature increase 21.82399577 and predict [e]
10482,"if indoor temperature is increased by 15.25 for {filer_text}, what would the model predict?",filter past_electricity greater equal than 640.4 and change indoor_temperature increase 15.25 and predict [e]
10483,"if past electricity is increased by 640.4 for {filer_text}, what would the model predict?",filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 13.25 and change past_electricity increase 640.4 and predict [e]
10484,"if past electricity is increased by 1929.025 for {filer_text}, what would the model predict?",filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 13.25 and change past_electricity increase 1929.025 and predict [e]
10485,"if indoor temperature is increased by 15.25 for {filer_text}, what would the model predict?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and change indoor_temperature increase 15.25 and predict [e]
10486,"if past electricity is increased by 1929.025 for {filer_text}, what would the model predict?",filter indoor_temperature greater than 13.25 and change past_electricity increase 1929.025 and predict [e]
10487,"if outdoor temperature is increased by 21.5 for {filer_text}, what would the model predict?",filter outdoor_temperature less equal than 21.5 and change outdoor_temperature increase 21.5 and predict [e]
10488,"if outdoor temperature is increased by 21.5 for {filer_text}, what would the model predict?",filter past_electricity less equal than 1929.025 and change outdoor_temperature increase 21.5 and predict [e]
10489,"if outdoor temperature is increased by 21.5 for {filer_text}, what would the model predict?",filter outdoor_temperature greater equal than 21.82399577 and change outdoor_temperature increase 21.5 and predict [e]
10490,"if past electricity is increased by 640.4 for {filer_text}, what would the model predict?",filter outdoor_temperature equal to 21.5 and change past_electricity increase 640.4 and predict [e]
10491,"if past electricity is increased by 640.4 for {filer_text}, what would the model predict?",filter past_electricity greater than 640.4 and change past_electricity increase 640.4 and predict [e]
10492,"if outdoor temperature is increased by 21.5 for {filer_text}, what would the model predict?",filter indoor_temperature greater equal than 13.25 and change outdoor_temperature increase 21.5 and predict [e]
10493,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter past_electricity less equal than 640.4 and change indoor_temperature increase 13.25 and predict [e]
10494,"if outdoor temperature is increased by 21.5 for {filer_text}, what would the model predict?",filter past_electricity greater than 1929.025 and change outdoor_temperature increase 21.5 and predict [e]
10495,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter past_electricity greater equal than 640.4 and change indoor_temperature increase 13.25 and predict [e]
10496,"if outdoor temperature is increased by 21.82399577 for {filer_text}, what would the model predict?",filter indoor_temperature less equal than 15.25 and change outdoor_temperature increase 21.82399577 and predict [e]
10497,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 1929.025 and change indoor_temperature increase 13.25 and predict [e]
10498,"if outdoor temperature is increased by 21.5 for {filer_text}, what would the model predict?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and change outdoor_temperature increase 21.5 and predict [e]
10499,"if past electricity is increased by 640.4 for {filer_text}, what would the model predict?",filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and change past_electricity increase 640.4 and predict [e]
10500,"if indoor temperature is increased by 15.25 for {filer_text}, what would the model predict?",filter indoor_temperature less than 13.25 and change indoor_temperature increase 15.25 and predict [e]
10501,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and change indoor_temperature increase 13.25 and predict [e]
10502,"if indoor temperature is increased by 13.25 for {filer_text}, what would the model predict?",filter indoor_temperature equal to 13.25 and change indoor_temperature increase 13.25 and predict [e]
10503,"if past electricity is increased by 640.4 for {filer_text}, what would the model predict?",filter indoor_temperature greater than 15.25 and change past_electricity increase 640.4 and predict [e]
10504,"if outdoor temperature is increased by 21.82399577 for {filer_text}, what would the model predict?",filter indoor_temperature not equal to 15.25 and change outdoor_temperature increase 21.82399577 and predict [e]
10505,why does the model predict id 32,filter id 32 and explain features [e]
10506,how many data points are there?,countdata [e]
10507,"for these instances, what would the predictions be if you increase past electricity by 12?",previousfilter and change past_electricity increase 12 and predict [e]
10508,"for these instances, what would the predictions be if you increase indoor temperature by 12?",previousfilter and change indoor_temperature increase 12 and predict [e]
10509,"for these instances, what would the predictions be if you increase outdoor temperature by 12?",previousfilter and change outdoor_temperature increase 12 and predict [e]
10510,i was wondering what are the most important features for instance 213?,filter id 213 and important all [e]
10511,"just on instances where past electricity warmer than 640.4 and indoor temperature colder than 13.25, show me the gold labels?",filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and label [e]
10512,"just on instances where past electricity is not less than 1929.025, show me the gold labels?",filter past_electricity greater equal than 1929.025 and label [e]
10513,"just on instances where past electricity warmer than 1929.025 and outdoor temperature colder than 21.5, show me the gold labels?",filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.5 and label [e]
10514,"just on instances where indoor temperature warmer than 15.25, show me the gold labels?",filter indoor_temperature greater than 15.25 and label [e]
10515,"just on instances where past electricity the same or more than 1929.025, show me the gold labels?",filter past_electricity greater equal than 1929.025 and label [e]
10516,"just on instances where outdoor temperature upper than 21.82399577, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and label [e]
10517,"just on instances where indoor temperature is not greater than 13.25, show me the gold labels?",filter indoor_temperature less equal than 13.25 and label [e]
10518,"just on instances where outdoor temperature above 21.82399577, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and label [e]
10519,"just on instances where outdoor temperature not equal to 21.5, show me the gold labels?",filter outdoor_temperature not equal to 21.5 and label [e]
10520,"just on instances where outdoor temperature the same or more than 21.82399577, show me the gold labels?",filter outdoor_temperature greater equal than 21.82399577 and label [e]
10521,"just on instances where indoor temperature colder than 13.25, show me the gold labels?",filter indoor_temperature less than 13.25 and label [e]
10522,"just on instances where outdoor temperature equal to or below 21.82399577, show me the gold labels?",filter outdoor_temperature less equal than 21.82399577 and label [e]
10523,"just on instances where indoor temperature warmer than 15.25 and outdoor temperature colder than 21.5, show me the gold labels?",filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.5 and label [e]
10524,"just on instances where indoor temperature more than 15.25, show me the gold labels?",filter indoor_temperature greater than 15.25 and label [e]
10525,"just on instances where past electricity warmer than 1929.025, show me the gold labels?",filter past_electricity greater than 1929.025 and label [e]
10526,"just on instances where indoor temperature not equal to 13.25, show me the gold labels?",filter indoor_temperature not equal to 13.25 and label [e]
10527,"just on instances where outdoor temperature more than 21.5, show me the gold labels?",filter outdoor_temperature greater than 21.5 and label [e]
10528,"just on instances where past electricity equal to or below 1929.025, show me the gold labels?",filter past_electricity less equal than 1929.025 and label [e]
10529,"just on instances where outdoor temperature colder than 21.5, show me the gold labels?",filter outdoor_temperature less than 21.5 and label [e]
10530,"just on instances where past electricity warmer than 640.4 and indoor temperature colder than 15.25, show me the gold labels?",filter past_electricity greater than 640.4 and filter indoor_temperature less than 15.25 and label [e]
10531,"just on instances where past electricity the same or more than 640.4, show me the gold labels?",filter past_electricity greater equal than 640.4 and label [e]
10532,"just on instances where indoor temperature warmer than 13.25 and past electricity colder than 1929.025, show me the gold labels?",filter indoor_temperature greater than 13.25 and filter past_electricity less than 1929.025 and label [e]
10533,"just on instances where outdoor temperature is equal to but not greater than 21.82399577, show me the gold labels?",filter outdoor_temperature less equal than 21.82399577 and label [e]
10534,"just on instances where outdoor temperature the same or more than 21.5, show me the gold labels?",filter outdoor_temperature greater equal than 21.5 and label [e]
10535,"just on instances where indoor temperature above 15.25, show me the gold labels?",filter indoor_temperature greater than 15.25 and label [e]
10536,"just on instances where outdoor temperature warmer than 21.5 and indoor temperature colder than 13.25, show me the gold labels?",filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 13.25 and label [e]
10537,"just on instances where outdoor temperature warmer than 21.5 and past electricity colder than 640.4, show me the gold labels?",filter outdoor_temperature greater than 21.5 and filter past_electricity less than 640.4 and label [e]
10538,"just on instances where indoor temperature warmer than 13.25 and outdoor temperature colder than 21.82399577, show me the gold labels?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and label [e]
10539,"just on instances where outdoor temperature not equal to 21.82399577, show me the gold labels?",filter outdoor_temperature not equal to 21.82399577 and label [e]
10540,"just on instances where past electricity equal to or below 640.4, show me the gold labels?",filter past_electricity less equal than 640.4 and label [e]
10541,"just on instances where indoor temperature equal to or below 13.25, show me the gold labels?",filter indoor_temperature less equal than 13.25 and label [e]
10542,"just on instances where past electricity above 640.4, show me the gold labels?",filter past_electricity greater than 640.4 and label [e]
10543,"just on instances where outdoor temperature exceeds 21.5, show me the gold labels?",filter outdoor_temperature greater than 21.5 and label [e]
10544,"just on instances where id 78, show me the gold labels?",filter id 78 and label [e]
10545,"just on instances where past electricity more than 640.4, show me the gold labels?",filter past_electricity greater than 640.4 and label [e]
10546,"just on instances where outdoor temperature exceeds 21.82399577, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and label [e]
10547,"just on instances where past electricity warmer than 640.4 and outdoor temperature colder than 21.82399577, show me the gold labels?",filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.82399577 and label [e]
10548,"just on instances where indoor temperature of 15.25, show me the gold labels?",filter indoor_temperature equal to 15.25 and label [e]
10549,"just on instances where indoor temperature exceeds 15.25, show me the gold labels?",filter indoor_temperature greater than 15.25 and label [e]
10550,"just on instances where past electricity upper than 1929.025, show me the gold labels?",filter past_electricity greater than 1929.025 and label [e]
10551,"just on instances where outdoor temperature warmer than 21.82399577, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and label [e]
10552,"just on instances where past electricity colder than 640.4, show me the gold labels?",filter past_electricity less than 640.4 and label [e]
10553,"just on instances where outdoor temperature is not greater than 21.5, show me the gold labels?",filter outdoor_temperature less equal than 21.5 and label [e]
10554,"just on instances where past electricity above 1929.025, show me the gold labels?",filter past_electricity greater than 1929.025 and label [e]
10555,"just on instances where indoor temperature warmer than 13.25, show me the gold labels?",filter indoor_temperature greater than 13.25 and label [e]
10556,"just on instances where outdoor temperature warmer than 21.5 and past electricity colder than 1929.025, show me the gold labels?",filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and label [e]
10557,"just on instances where everything but not outdoor temperature of 21.5, show me the gold labels?",filter outdoor_temperature not equal to 21.5 and label [e]
10558,"just on instances where outdoor temperature less than 21.5, show me the gold labels?",filter outdoor_temperature less than 21.5 and label [e]
10559,"just on instances where indoor temperature more than 13.25, show me the gold labels?",filter indoor_temperature greater than 13.25 and label [e]
10560,"just on instances where indoor temperature above 13.25, show me the gold labels?",filter indoor_temperature greater than 13.25 and label [e]
10561,"just on instances where indoor temperature colder than 15.25, show me the gold labels?",filter indoor_temperature less than 15.25 and label [e]
10562,"just on instances where outdoor temperature is not less than 21.5, show me the gold labels?",filter outdoor_temperature greater equal than 21.5 and label [e]
10563,"just on instances where indoor temperature is equal to but not greater than 15.25, show me the gold labels?",filter indoor_temperature less equal than 15.25 and label [e]
10564,"just on instances where outdoor temperature of 21.82399577, show me the gold labels?",filter outdoor_temperature equal to 21.82399577 and label [e]
10565,"just on instances where past electricity warmer than 640.4, show me the gold labels?",filter past_electricity greater than 640.4 and label [e]
10566,"just on instances where everything but not indoor temperature of 13.25, show me the gold labels?",filter indoor_temperature not equal to 13.25 and label [e]
10567,"just on instances where outdoor temperature less than 21.82399577, show me the gold labels?",filter outdoor_temperature less than 21.82399577 and label [e]
10568,"just on instances where past electricity not equal to 640.4, show me the gold labels?",filter past_electricity not equal to 640.4 and label [e]
10569,"just on instances where indoor temperature not equal to 15.25, show me the gold labels?",filter indoor_temperature not equal to 15.25 and label [e]
10570,"just on instances where indoor temperature warmer than 15.25 and past electricity colder than 1929.025, show me the gold labels?",filter indoor_temperature greater than 15.25 and filter past_electricity less than 1929.025 and label [e]
10571,"just on instances where indoor temperature exceeds 13.25, show me the gold labels?",filter indoor_temperature greater than 13.25 and label [e]
10572,"just on instances where outdoor temperature warmer than 21.82399577 and past electricity colder than 640.4, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and label [e]
10573,"just on instances where data points 89 and 90, show me the gold labels?",filter id 89 and filter id 90 and label [e]
10574,"just on instances where outdoor temperature colder than 21.82399577, show me the gold labels?",filter outdoor_temperature less than 21.82399577 and label [e]
10575,"just on instances where outdoor temperature is not greater than 21.82399577, show me the gold labels?",filter outdoor_temperature less equal than 21.82399577 and label [e]
10576,"just on instances where indoor temperature is not less than 15.25, show me the gold labels?",filter indoor_temperature greater equal than 15.25 and label [e]
10577,"just on instances where past electricity not equal to 1929.025, show me the gold labels?",filter past_electricity not equal to 1929.025 and label [e]
10578,"just on instances where indoor temperature less than 13.25, show me the gold labels?",filter indoor_temperature less than 13.25 and label [e]
10579,"just on instances where outdoor temperature warmer than 21.82399577 and indoor temperature colder than 15.25, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 15.25 and label [e]
10580,"just on instances where outdoor temperature of 21.5, show me the gold labels?",filter outdoor_temperature equal to 21.5 and label [e]
10581,"just on instances where past electricity less than 640.4, show me the gold labels?",filter past_electricity less than 640.4 and label [e]
10582,"just on instances where outdoor temperature upper than 21.5, show me the gold labels?",filter outdoor_temperature greater than 21.5 and label [e]
10583,"just on instances where indoor temperature equal to or below 15.25, show me the gold labels?",filter indoor_temperature less equal than 15.25 and label [e]
10584,"just on instances where indoor temperature of 13.25, show me the gold labels?",filter indoor_temperature equal to 13.25 and label [e]
10585,"just on instances where indoor temperature upper than 15.25, show me the gold labels?",filter indoor_temperature greater than 15.25 and label [e]
10586,"just on instances where past electricity is not greater than 640.4, show me the gold labels?",filter past_electricity less equal than 640.4 and label [e]
10587,"just on instances where past electricity of 640.4, show me the gold labels?",filter past_electricity equal to 640.4 and label [e]
10588,"just on instances where past electricity warmer than 1929.025 and indoor temperature colder than 15.25, show me the gold labels?",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and label [e]
10589,"just on instances where outdoor temperature is not less than 21.82399577, show me the gold labels?",filter outdoor_temperature greater equal than 21.82399577 and label [e]
10590,"just on instances where outdoor temperature warmer than 21.82399577 and indoor temperature colder than 13.25, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and label [e]
10591,"just on instances where outdoor temperature more than 21.82399577, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and label [e]
10592,"just on instances where indoor temperature upper than 13.25, show me the gold labels?",filter indoor_temperature greater than 13.25 and label [e]
10593,"just on instances where outdoor temperature warmer than 21.5 and indoor temperature colder than 15.25, show me the gold labels?",filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and label [e]
10594,"just on instances where outdoor temperature above 21.5, show me the gold labels?",filter outdoor_temperature greater than 21.5 and label [e]
10595,"just on instances where past electricity colder than 1929.025, show me the gold labels?",filter past_electricity less than 1929.025 and label [e]
10596,"just on instances where past electricity more than 1929.025, show me the gold labels?",filter past_electricity greater than 1929.025 and label [e]
10597,"just on instances where indoor temperature warmer than 15.25 and outdoor temperature colder than 21.82399577, show me the gold labels?",filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.82399577 and label [e]
10598,"just on instances where everything but not past electricity of 640.4, show me the gold labels?",filter past_electricity not equal to 640.4 and label [e]
10599,"just on instances where outdoor temperature warmer than 21.82399577 and past electricity colder than 1929.025, show me the gold labels?",filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 1929.025 and label [e]
10600,"just on instances where past electricity is not greater than 1929.025, show me the gold labels?",filter past_electricity less equal than 1929.025 and label [e]
10601,"just on instances where past electricity warmer than 1929.025 and outdoor temperature colder than 21.82399577, show me the gold labels?",filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and label [e]
10602,"just on instances where outdoor temperature warmer than 21.5, show me the gold labels?",filter outdoor_temperature greater than 21.5 and label [e]
10603,"just on instances where indoor temperature is not less than 13.25, show me the gold labels?",filter indoor_temperature greater equal than 13.25 and label [e]
10604,"just on instances where indoor temperature is not greater than 15.25, show me the gold labels?",filter indoor_temperature less equal than 15.25 and label [e]
10605,"just on instances where id 61, show me the gold labels?",filter id 61 and label [e]
10606,"just on instances where outdoor temperature is equal to but not greater than 21.5, show me the gold labels?",filter outdoor_temperature less equal than 21.5 and label [e]
10607,"just on instances where indoor temperature the same or more than 13.25, show me the gold labels?",filter indoor_temperature greater equal than 13.25 and label [e]
10608,"just on instances where indoor temperature the same or more than 15.25, show me the gold labels?",filter indoor_temperature greater equal than 15.25 and label [e]
10609,"just on instances where past electricity of 1929.025, show me the gold labels?",filter past_electricity equal to 1929.025 and label [e]
10610,"just on instances where everything but not past electricity of 1929.025, show me the gold labels?",filter past_electricity not equal to 1929.025 and label [e]
10611,"just on instances where everything but not indoor temperature of 15.25, show me the gold labels?",filter indoor_temperature not equal to 15.25 and label [e]
10612,"just on instances where indoor temperature warmer than 13.25 and outdoor temperature colder than 21.5, show me the gold labels?",filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and label [e]
10613,"just on instances where indoor temperature less than 15.25, show me the gold labels?",filter indoor_temperature less than 15.25 and label [e]
10614,"just on instances where past electricity exceeds 1929.025, show me the gold labels?",filter past_electricity greater than 1929.025 and label [e]
10615,"just on instances where everything but not outdoor temperature of 21.82399577, show me the gold labels?",filter outdoor_temperature not equal to 21.82399577 and label [e]
10616,"just on instances where indoor temperature warmer than 15.25 and past electricity colder than 640.4, show me the gold labels?",filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and label [e]
10617,"just on instances where indoor temperature warmer than 13.25 and past electricity colder than 640.4, show me the gold labels?",filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and label [e]
10618,"just on instances where past electricity is not less than 640.4, show me the gold labels?",filter past_electricity greater equal than 640.4 and label [e]
10619,"just on instances where indoor temperature is equal to but not greater than 13.25, show me the gold labels?",filter indoor_temperature less equal than 13.25 and label [e]
10620,"just on instances where past electricity is equal to but not greater than 640.4, show me the gold labels?",filter past_electricity less equal than 640.4 and label [e]
10621,"just on instances where past electricity warmer than 640.4 and outdoor temperature colder than 21.5, show me the gold labels?",filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.5 and label [e]
10622,"just on instances where past electricity is equal to but not greater than 1929.025, show me the gold labels?",filter past_electricity less equal than 1929.025 and label [e]
10623,"just on instances where past electricity upper than 640.4, show me the gold labels?",filter past_electricity greater than 640.4 and label [e]
10624,"just on instances where past electricity exceeds 640.4, show me the gold labels?",filter past_electricity greater than 640.4 and label [e]
10625,"just on instances where past electricity less than 1929.025, show me the gold labels?",filter past_electricity less than 1929.025 and label [e]
10626,"just on instances where outdoor temperature equal to or below 21.5, show me the gold labels?",filter outdoor_temperature less equal than 21.5 and label [e]
10627,"just on instances where past electricity warmer than 1929.025 and indoor temperature colder than 13.25, show me the gold labels?",filter past_electricity greater than 1929.025 and filter indoor_temperature less than 13.25 and label [e]
10628,what's the statistics of past electricity in this slice?,previousfilter and statistic past_electricity [e]
10629,what's the statistics of indoor temperature in this slice?,previousfilter and statistic indoor_temperature [e]
10630,what's the statistics of outdoor temperature in this slice?,previousfilter and statistic outdoor_temperature [e]
10631,how would you predict instance 111 if you decreased indoor temperature by 100 and increased past electricity by -15?,filter id 111 and change indoor_temperature decrease 100 and change past_electricity increase -15 and predict [e]
10632,how would you predict instance 111 if you decreased past electricity by 100 and increased outdoor temperature by -15?,filter id 111 and change past_electricity decrease 100 and change outdoor_temperature increase -15 and predict [e]
10633,how would you predict instance 111 if you decreased past electricity by 100 and increased indoor temperature by -15?,filter id 111 and change past_electricity decrease 100 and change indoor_temperature increase -15 and predict [e]
10634,how would you predict instance 111 if you decreased outdoor temperature by 100 and increased past electricity by -15?,filter id 111 and change outdoor_temperature decrease 100 and change past_electricity increase -15 and predict [e]
10635,how would you predict instance 111 if you decreased outdoor temperature by 100 and increased indoor temperature by -15?,filter id 111 and change outdoor_temperature decrease 100 and change indoor_temperature increase -15 and predict [e]
10636,how would you predict instance 111 if you decreased indoor temperature by 100 and increased outdoor temperature by -15?,filter id 111 and change indoor_temperature decrease 100 and change outdoor_temperature increase -15 and predict [e]
10637,what does the model predict?,previousfilter and predict [e]
10638,what are the top 3 important features for these predictions?,previousfilter and important topk 3 [e]
10639,"first, show me the predictions on data with a indoor temperature of 13.25. second, tell me why the model predicted them.",filter indoor_temperature equal to 13.25 and predict and explain features [e]
10640,"first, show me the predictions on data with a past electricity of 1929.025. second, tell me why the model predicted them.",filter past_electricity equal to 1929.025 and predict and explain features [e]
10641,"first, show me the predictions on data with a past electricity of 640.4. second, tell me why the model predicted them.",filter past_electricity equal to 640.4 and predict and explain features [e]
10642,"first, show me the predictions on data with a outdoor temperature of 21.5. second, tell me why the model predicted them.",filter outdoor_temperature equal to 21.5 and predict and explain features [e]
10643,"first, show me the predictions on data with a outdoor temperature of 21.82399577. second, tell me why the model predicted them.",filter outdoor_temperature equal to 21.82399577 and predict and explain features [e]
10644,"first, show me the predictions on data with a indoor temperature of 15.25. second, tell me why the model predicted them.",filter indoor_temperature equal to 15.25 and predict and explain features [e]
10645,tell me about the model,model [e]
10646,why do you predict instance 2451?,filter id 2451 and explain features [e]
10647,"for 3315, why do you predict it?",filter id 3315 and explain features [e]
10648,could you illustrate what one needs to change to get a better outcome?,previousfilter and explain cfe [e]
10649,accuracy on the previous slice of data,previousfilter and score accuracy [e]
10650,are there any interaction effects?,previousfilter and interact [e]
10651,what three features most influence the model's predictions for ids 1515 and 55,filter id 1515 or filter id 55 and important topk 3 [e]
10652,what is the way to change the prediction for the data point with the id number 34?,filter id 34 and explain cfe [e]
10653,how many instances have outdoor temperature above 21.82399577,filter outdoor_temperature greater than 21.82399577 and countdata [e]
10654,how many instances have indoor temperature warmer than 13.25 and outdoor temperature colder than 21.5,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and countdata [e]
10655,how many instances have past electricity warmer than 1929.025 and outdoor temperature colder than 21.82399577,filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and countdata [e]
10656,how many instances have indoor temperature is not less than 15.25,filter indoor_temperature greater equal than 15.25 and countdata [e]
10657,how many instances have indoor temperature not equal to 15.25,filter indoor_temperature not equal to 15.25 and countdata [e]
10658,how many instances have past electricity warmer than 640.4 and indoor temperature colder than 13.25,filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and countdata [e]
10659,how many instances have outdoor temperature exceeds 21.5,filter outdoor_temperature greater than 21.5 and countdata [e]
10660,how many instances have indoor temperature warmer than 15.25 and outdoor temperature colder than 21.5,filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.5 and countdata [e]
10661,how many instances have outdoor temperature warmer than 21.5 and past electricity colder than 640.4,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 640.4 and countdata [e]
10662,how many instances have indoor temperature colder than 13.25,filter indoor_temperature less than 13.25 and countdata [e]
10663,how many instances have outdoor temperature is not less than 21.5,filter outdoor_temperature greater equal than 21.5 and countdata [e]
10664,how many instances have indoor temperature warmer than 15.25 and past electricity colder than 1929.025,filter indoor_temperature greater than 15.25 and filter past_electricity less than 1929.025 and countdata [e]
10665,how many instances have outdoor temperature is equal to but not greater than 21.82399577,filter outdoor_temperature less equal than 21.82399577 and countdata [e]
10666,how many instances have past electricity the same or more than 1929.025,filter past_electricity greater equal than 1929.025 and countdata [e]
10667,how many instances have past electricity is not greater than 640.4,filter past_electricity less equal than 640.4 and countdata [e]
10668,how many instances have past electricity is not less than 1929.025,filter past_electricity greater equal than 1929.025 and countdata [e]
10669,how many instances have outdoor temperature warmer than 21.82399577,filter outdoor_temperature greater than 21.82399577 and countdata [e]
10670,how many instances have indoor temperature warmer than 13.25 and outdoor temperature colder than 21.82399577,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and countdata [e]
10671,how many instances have past electricity warmer than 1929.025 and indoor temperature colder than 13.25,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 13.25 and countdata [e]
10672,how many instances have outdoor temperature upper than 21.5,filter outdoor_temperature greater than 21.5 and countdata [e]
10673,how many instances have indoor temperature warmer than 15.25,filter indoor_temperature greater than 15.25 and countdata [e]
10674,how many instances have indoor temperature upper than 13.25,filter indoor_temperature greater than 13.25 and countdata [e]
10675,how many instances have id 78,filter id 78 and countdata [e]
10676,how many instances have indoor temperature is equal to but not greater than 13.25,filter indoor_temperature less equal than 13.25 and countdata [e]
10677,how many instances have past electricity is not less than 640.4,filter past_electricity greater equal than 640.4 and countdata [e]
10678,how many instances have indoor temperature less than 15.25,filter indoor_temperature less than 15.25 and countdata [e]
10679,how many instances have indoor temperature the same or more than 15.25,filter indoor_temperature greater equal than 15.25 and countdata [e]
10680,how many instances have outdoor temperature less than 21.5,filter outdoor_temperature less than 21.5 and countdata [e]
10681,how many instances have outdoor temperature exceeds 21.82399577,filter outdoor_temperature greater than 21.82399577 and countdata [e]
10682,how many instances have outdoor temperature of 21.82399577,filter outdoor_temperature equal to 21.82399577 and countdata [e]
10683,how many instances have outdoor temperature warmer than 21.5 and indoor temperature colder than 15.25,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and countdata [e]
10684,how many instances have everything but not outdoor temperature of 21.5,filter outdoor_temperature not equal to 21.5 and countdata [e]
10685,how many instances have indoor temperature above 13.25,filter indoor_temperature greater than 13.25 and countdata [e]
10686,how many instances have outdoor temperature not equal to 21.5,filter outdoor_temperature not equal to 21.5 and countdata [e]
10687,how many instances have outdoor temperature the same or more than 21.5,filter outdoor_temperature greater equal than 21.5 and countdata [e]
10688,how many instances have past electricity equal to or below 1929.025,filter past_electricity less equal than 1929.025 and countdata [e]
10689,how many instances have everything but not past electricity of 640.4,filter past_electricity not equal to 640.4 and countdata [e]
10690,how many instances have outdoor temperature warmer than 21.5,filter outdoor_temperature greater than 21.5 and countdata [e]
